"os","device_type","device_score","device_cpu"," Native视频发流切片时长 "
"iOS","iPhone14,5",94,,6308342.033333
"iOS","iPhone15,4",96,,5714824.683333
"iOS","iPhone12,1",90,,5209611.316667
"iOS","iPhone14,7",94,,4530614.8
"iOS","iPhone17,3",100,,4046107.733333
"iOS","iPhone17,2",100,,3215569.033333
"iOS","iPhone16,2",98,,3178884.166667
"iOS","iPhone14,3",94,,2818867.066667
"iOS","iPhone13,2",92,,2666286.233333
"iOS","iPhone17,1",100,,2615083.933333
"iOS","iPhone15,3",96,,2566025.683333
"iOS","iPhone15,2",96,,2188300.916667
"iOS","iPhone16,1",98,,2123542.566667
"iOS","iPhone13,4",92,,2025812.933333
"Android","sm-s156v",78,"mediatek mt6835  mt6835",1957173.616667
"iOS","iPhone11,8",88,,1747807.883333
"Android","moto g22",75,"helio p35",1717873.283333
"iOS","iPhone14,2",94,,1578972.616667
"iOS","iPhone13,3",92,,1444020
"iOS","iPhone12,5",90,,1240219.5
"Android","infinix x6525",71,"unisoc t606",1220457.4
"iOS","iPhone18,2",-1,,1196595.616667
"Android","sm-s928b",96,"qualcomm 8 Gen 3",1192187.833333
"iOS","iPhone17,5",100,,1161701.516667
"iOS","iPhone18,3",-1,,1135098.666667
"iOS","iPhone17,4",100,,1127965.266667
"Android","tecno bg6",71,"unisoc t606",1083037.716667
"iOS","iPhone18,1",-1,,1075948.416667
"Android","infinix x6525",65,,1021135.083333
"iOS","iPhone14,8",94,,1013420.266667
"Android","tecno kl4",76,"spreadtrum t615  ums9230_kl4_go",990387.083333
"iOS","iPhone12,8",90,,911796.383333
"iOS","iPhone15,5",96,,892806.316667
"Android","moto g - 2025",79,"mediatek mt6835  mt6835",881713.833333
"Android","2409brn2ca",75,"helio p65",860020.65
"Android","rmx3834",73,"unisoc t612",833488.5
"Android","25028rn03a",76,"spreadtrum ums9230e  serenity",829764.683333
"Android","v2111",75,"helio p35",819396.45
"iOS","iPhone12,3",90,,787696.283333
"iOS","iPhone14,6",94,,754657.583333
"Android","v2111",73,"MT6765V/CB, mt6765",741386.783333
"Android","tecno kl4",65,,740867.033333
"Windows","15U50P-KP50ML",76,"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz",740063.883333
"Android","cph2467",83,"qualcomm 695",738804.583333
"Android","rmx3760",74,"unisoc t612",726358.916667
"Android","tecno bg6",65,,715914.183333
"Android","cph2269",73,"MT6765G, mt6765",714540.233333
"Android","cph2591",74,"helio p65",700257.233333
"Android","sm-a556e",88,"exynos 1480",697077.1
"Android","sm-s918b",95,"qualcomm 8 Gen 2",670690
"Android","cph2381",83,"qualcomm 695",665464.65
"Android","23106rn0da",75,"helio p65",664600.833333
"Android","rmx3710",75,"helio p65",645252.55
"Android","infinix x6532",74,"helio p65",639382.966667
"Android","24117rn76g",78,"helio g99",623094.683333
"Android","moto g play - 2024",82,"qualcomm 680",618519.05
"Android","sm-a356e",85,"exynos 1380",610865.383333
"Android","tecno ki7",80,"mediatek mt6769h mt6769h mt6769",596678.75
"Windows","950XGK",76,"Intel(R) Core(TM) Ultra 5 125H",595645.883333
"Android","cph2269",75,"helio p35",588759
"Android","sm-s938b",94,"qti sm8750  qcom",587793.9
"Android","23053rn02a",75,"helio p65",584920.95
"Android","tecno km4",76,"spreadtrum ums9230e  ums9230_km4_go",578657.766667
"Android","sm-a065f",74,"helio p65",573689.733333
"Android","infinix x6725",76,"spreadtrum ums9230e  ums9230_x6725_go",570839.566667
"iOS","iPhone13,1",92,,569506.366667
"Android","vivo 1906",76,"qualcomm 439",568436.383333
"Android","v2204",75,"helio p35",568094.616667
"Android","2404arn45a",75,"helio p65",534952.733333
"Android","infinix x6528",72,"unisoc t606",529693.183333
"Android","cph2641",79,"qualcomm 662",527397.666667
"Android","cph2667",81,"mediatek mt6835  mt6835",526114.983333
"Android","sm-a546e",85,"exynos 1380",522492.45
"Android","sm-a165f",77,"helio g99",521014.833333
"Android","sm-a055f",74,"helio p65",518015.333333
"Android","v2420",81,"mediatek mt6835  mt6835",513047.85
"MAC","MacBookPro18,1",89,,512407.95
"iOS","iPhone11,6",88,,501367.133333
"iOS","iPhone15,4",-1,,501079.4
"Android","sm-s135dl",75,"helio p35",500032.783333
"iOS","iPhone14,5",-1,,498699.1
"Android","23117ra68g",78,"helio g99",477996.883333
"Android","sm-a156e",81,"mediatek mt6835  mt6835",476864.6
"Android","cph2269",73,,475289.333333
"Android","moto g85 5g",83,"qualcomm 695",459088.116667
"Android","rmx3933",73,"unisoc t612",452921.15
"Android","v2430",73,"unisoc t612",450244.3
"Android","v2437",82,"mediatek mt6878  mt6878",447027.616667
"Android","23129raa4g",81,"qualcomm 680",444284.883333
"Android","infinix x688b",73,"MT6765G, mt6765",440996.4
"Android","m2004j19c",74,"helio p65",440750.016667
"Android","moto g15",74,"helio p65",440475.483333
"Android","cph2641",86,,438711.2
"Android","rmx3830",73,"unisoc t612",428925.466667
"Android","motorola edge 50 fusion",85,"qualcomm 7s Gen 2",424142.383333
"Android","24116raccg",78,"helio g99",420466.2
"Android","cph2665",81,"mediatek mt6835  mt6835",420215.583333
"Android","sm-a166p",81,"mediatek mt6835  mt6835",418696.4
"Android","sm-a156u",78,"mediatek mt6835  mt6835",412225.183333
"iOS","iPad12,1",90,,411421.716667
"Android","v2427",88,"qualcomm 7 Gen 3",410857.05
"Android","2409brn2cl",74,"helio p65",406922.9
"iOS","iPhone14,7",-1,,403909.966667
"iOS","iPhone10,1",86,,398059.6
"Android","n159v",82,"qualcomm 680",393849.516667
"Android","v2120",73,"MT6765V/CB, mt6765",391333.333333
"Android","v2043",73,"MT6765V/CB, mt6765",391010.883333
"Android","vivo 1906",82,"Qualcomm 439",389183.05
"Android","sm-s911b",95,"qualcomm 8 Gen 2",388378.6
"Android","sm-a165f",78,"helio g99",385085.616667
"Android","cph2477",75,"helio p35",381940.7
"Android","cph2591",69,,381795.666667
"Android","23129rn51x",74,"helio p35",379972.45
"iOS","iPad13,19",92,,376839.416667
"Android","rmx3998",81,"mediatek mt6835  mt6835",375573.533333
"Android","cph2467",89,"Qualcomm 695",374639.166667
"Android","cph2681",79,"mediatek mt6835  mt6835",373464.25
"Android","cph2695",81,"mediatek mt6835  mt6835",372131.466667
"Android","v2310",75,"helio p65",372030.783333
"Android","sm-s928n",96,"qualcomm 8 Gen 3",368180.3
"Android","v2403",82,"mediatek mt6878  mt6878",367640.666667
"Android","tecno kl4",65,", ums9230_KL4_go",366658.083333
"Android","infinix x6725",65,,366386.833333
"Android","cph2179",75,"helio p35",366306.833333
"Android","sm-a047f",81,"samsung exynos 850 samsung a04s eur open rev03c board based on exynos850 exynos850",365470.3
"Android","sm-s721b",95,"exynos 2400",362365.7
"iOS","iPhone12,1",-1,,362232
"Android","tecno bf7",67,,358322.016667
"Android","cph2083",75,"helio p35",358286.283333
"Android","cph2477",73,"MT6765G, mt6765",358042.333333
"Android","rmx3834",65,,356180.016667
"Android","v2434",81,"qualcomm 680",353690.85
"Android","sm-s938n",94,"qti sm8750  qcom",353088.15
"Android","redmi note 8",81,"qualcomm technologies, inc trinket qcom",351357.85
"Android","cph2637",81,"mediatek mt6835  mt6835",349265.816667
"Android","m2003j15sc",74,"helio p65",348379.933333
"Android","infinix x6532c",74,"helio p35",348077.65
"Android","sm-e156b",81,"mediatek mt6835  mt6835",347841.133333
"Android","infinix x688b",75,"helio p35",347559.966667
"Android","25028rn03a",65,,346541.366667
"Android","sm-a325f",75,"helio g70",339509.3
"Android","sm-a155f",78,"helio g99",338739.066667
"Android","2409brn2ca",72,", mt6768",337897.116667
"Android","cph2577",75,"helio p65",337781.05
"Android","23076rn4bi",83,"qualcomm 4 Gen 2",334564.6
"Android","cph2495",76,"mediatek 700",334242
"Android","sm-a065m",74,"helio p65",334137.45
"Android","cph2773",86,,333767.9
"Android","v2416",83,"qualcomm 4 Gen 2",331074.116667
"Android","sm-a346e",82,"mediatek 900",330282.916667
"Android","motorola edge 60 fusion",82,"mediatek mt6878  mt6878",329884.116667
"Android","cph1909",75,"helio p35",328551.933333
"Android","sm-a366e",86,"qti sm6475  qcom",328006.65
"Android","moto g54 5g",79,"mediatek 930",326164.516667
"Android","sm-a127f",81,"samsung exynos 850  exynos850",324448.233333
"Android","pixel 8a",83,"google tensor g3  akita",324098.733333
"Android","tecno kl5",75,"helio p65",323281.05
"Android","moto g stylus 5g - 2024",83,"qualcomm 6 Gen 1",322991.366667
"Android","v2338",83,"qualcomm 6 Gen 1",322104.683333
"Android","sm-g781w",89,"qualcomm 865",321172.766667
"Android","23021raaeg",81,"qualcomm 680",318980.966667
"Android","cph2239",75,"helio p35",318440.283333
"iOS","iPad13,18",92,,318440.05
"Android","v2336",83,"qualcomm 4 Gen 2",318223.633333
"Android","sm-s921b",96,"exynos 2400",317827.066667
"Android","sm-a155f",77,"helio g99",315925.816667
"Android","tecno bf7",69,"helio a20",315763.766667
"Android","v2443",83,"qualcomm 4 Gen 2",313121.516667
"Android","sm-a566e",88,"samsung s5e8855  s5e8855",312401.75
"Android","2406ern9ci",83,"qualcomm 4 Gen 2",312138.316667
"iOS","iPhone14,4",94,,311200.566667
"Android","sm-t585",74,"samsungexynos7870",309075.266667
"Android","rmx5303",79,"spreadtrum ums9230e  ums9230_dhaka",308392.533333
"Android","2404arn45a",72,", mt6768",307229.9
"Android","220333qag",82,"qualcomm 680",307034.616667
"Android","sm-a125f",75,"helio p35",306369.65
"Android","23053rn02a",72,,305874.933333
"Android","v2315",76,"mediatek 700",305084.55
"Android","infinix x669",71,"unisoc t606",304646.85
"Android","23124rn87i",81,"mediatek mt6835  mt6835",304319.883333
"iOS","iPhone17,2",-1,,303514.65
"Android","cph2487",92,"qualcomm 8+ gen 1",302948.4
"Android","sm-s711b",90,"exynos 2200",302753.833333
"Android","rmx3997",81,"mediatek mt6835  mt6835",300788.25
"Android","redmi note 8 pro",77,"helio g90t",300706.483333
"Android","sm-a155m",78,"helio g99",300346.816667
"Android","m2006c3mg",73,,299901.383333
"Android","cph2471",75,"helio p35",299705.083333
"Android","v2344",73,"unisoc t612",299397.516667
"Android","v2204",73,"MT6765V/CB, mt6765",298566.233333
"Android","rmx3930",74,"unisoc t612",297380.216667
"Android","rmx3938",73,"unisoc t612",296997.366667
"Android","25028rn03a",65,", serenity",296675.55
"iOS","iPhone11,2",88,,295970.183333
"Android","cph2643",82,"mediatek 900",294482.583333
"Android","cph2387",75,"helio p35",294434.733333
"Android","sm-a065f",69,,292703.666667
"Android","cph2753",81,"mediatek mt6835  mt6835",291916.133333
"Android","sm-a135f",81,"samsung exynos 850 samsung a13 eur open rev02b board based on exynos850 exynos850",291456.316667
"iOS","iPhone15,3",-1,,290921.4
"iOS","iPhone17,3",-1,,290402.05
"Android","cph2613",88,"qualcomm 7 Gen 3",290337.45
"Android","infinix x6532",69,,289244.633333
"Android","v2430",65,", ums9230_6h10",288717.6
"Android","m2006c3lg",64,,287910.1
"Android","23129ra5fl",81,"qualcomm 680",287288.133333
"Android","rmx3511",74,"unisoc t616",285928.716667
"Android","moto g 5g - 2024",80,"qualcomm 4 Gen 1",284477.7
"Android","25028rn03l",76,"spreadtrum ums9230e  serenity",284289.033333
"Android","v2310",74,"helio p65",283626.283333
"Android","2312dra50g",85,"qualcomm 7s Gen 2",281579.983333
"Android","v2439",82,"mediatek mt6878  mt6878",279344.483333
"Android","tecno ki5k",72,"unisoc t606",279046.866667
"Android","infinix x6880",78,"helio g99",278810
"Android","v2352",75,"helio p65",277746.683333
"Android","23124rn87i",78,"mediatek mt6835  mt6835",274980.116667
"iOS","iPhone10,3",86,,274715.25
"iOS","iPhone16,2",-1,,274681.633333
"Android","cph2619",83,"qualcomm 695",274234.933333
"Android","v2419",74,"unisoc t612",273357.466667
"Android","sm-s928u",96,"qualcomm 8 Gen 3",273057.133333
"Android","23076rn4bi",89,", qcom",272941.783333
"iOS","iPhone10,5",86,,272610.05
"Android","infinix x6728",75,"helio p65",269237.416667
"Android","sm-a042f",75,"helio p35",269221.033333
"Android","cph2185",75,"helio p35",269196.266667
"Android","r29p",-1,,268757.75
"Android","v2348",88,"qualcomm 7 Gen 3",268687.716667
"Android","cph2603",82,"mediatek 900",268495.516667
"Android","25078ra3ea",75,"helio p65",268137.933333
"Android","itel a665l",65,,266232.216667
"Android","v2312",78,"mediatek 6020",265057.283333
"Android","v2225",76,"mediatek 700",264724.8
"Android","cph2693",81,"mediatek mt6835  mt6835",264631.233333
"Android","sm-s918n",95,"qualcomm 8 Gen 2",263482.633333
"Android","v2428",82,"mediatek mt6878  mt6878",263344.716667
"Android","cph2641",86,", qcom",260839.933333
"Android","u380aa",69,"helio a20",259991.066667
"Android","v2303",83,"qualcomm 695",259707.666667
"Android","v2333",75,"helio p65",258978.383333
"Android","sm-a256e",84,"exynos 1280",258812.25
"Android","cph2179",73,"MT6765V/CB, mt6765",257221.183333
"Android","rmx3195",69,"MT6769V/CZ, mt6768",254604.516667
"Windows","950XED",76,"12th Gen Intel(R) Core(TM) i5-1240P",253834.366667
"iOS","iPad15,7",96,,252834.616667
"Android","tecno ki5k",71,"unisoc t606",252400.066667
"Android","24117rn76l",78,"helio g99",252298.716667
"Android","rmx3940",81,"mediatek mt6835  mt6835",252187.6
"Android","sm-a556e",71,,252063.466667
"Android","rmx3760",68,,251538.816667
"Android","brp-nx1",83,"qualcomm 6 Gen 1",251394.3
"Android","v2310",72,", mt6768",250132.6
"Android","infinix x6515",67,,249720.75
"Android","v2307",81,"qualcomm 695",248772.683333
"Android","cph2579",74,"helio p65",247791.033333
"Android","v2511",87,"qti sm7750  qcom",247254.216667
"Android","sm-a045f",75,"helio p35",246963.033333
"Android","23090ra98g",84,"mediatek 7200",246901.166667
"Android","itel a665l",71,"unisoc t603",246201.833333
"Android","23129rn51x",73,", mt6765",245570.533333
"Android","tecno bg6",69,"Unisoc T606",245240.6
"Android","cph2631",83,"qualcomm 680",245205.783333
"Android","tecno km4",65,", ums9230_KM4_go",244792.583333
"Android","rmx3834",69,"Unisoc T612",244689.016667
"Android","moto g45 5g",83,"qualcomm 695",243833.933333
"Android","tecno bg7",74,"helio p35",243401.5
"Android","2409brn2ca",72,,242073.716667
"Android","23129rn51x",73,,242029.666667
"Android","sm-a245f",78,"helio g99",240037.966667
"Android","vivo 1820",64,,236527.283333
"Android","v2351",81,"mediatek mt6835  mt6835",235822.366667
"iOS","iPhone16,2",66,,235771.166667
"Android","sm-s938u",94,"qti sm8750  qcom",235725.566667
"Android","infinix x6833b",78,"helio g99",235157.583333
"Android","v2109",75,"helio p65",235028.866667
"Android","v2355",83,"qualcomm 4 Gen 2",234305.45
"Android","sm-a176b",84,"exynos 1330",234210.35
"Android","vivo 1901",70,"helio a25",233935.133333
"Android","rmx3261",69,"Unisoc T610",233817.55
"Android","ali-nx1",83,"qualcomm 6 Gen 1",233649.766667
"Android","cph2579",75,"helio p65",232653.9
"Android","cph2477",73,,232193.916667
"Android","tecno km4",65,,231947.133333
"Android","cph2721",83,"qualcomm 6 Gen 1",231183.066667
"Android","sm-a057f",82,"qualcomm 680",231145.266667
"Android","v2434",89,,231144.133333
"Android","2409brn2ca",74,"helio p65",231043.266667
"Android","v2043",75,"helio p35",230116.383333
"Android","rmx3195",74,"helio p65",229848.816667
"Android","redmi note 9 pro",83,"qualcomm 720g",229626.716667
"Android","v2318",88,"qualcomm 7 Gen 3",229332.15
"Android","v2250",85,"qualcomm 778g",229300.483333
"iOS","iPhone13,2",-1,,229229.4
"Android","moto g(20)",73,"unisoc t700",229137.916667
"Android","220333qag",86,"Qualcomm 680",229002.866667
"Android","v2130",81,"mediatek 1080",228711.3
"Android","rmx3785",81,"mediatek mt6835  mt6835",225928.016667
"Android","sm-a037f",75,"helio p35",225287.4
"Android","sm-a146b",84,"exynos 1330",224721.4
"Android","redmi 8",76,"qualcomm 439",224643.733333
"Android","infinix x6531",75,"helio p65",224579.133333
"Android","23100rn82l",74,"helio p65",224193.45
"Android","cph2381",89,"Qualcomm 695",224042.35
"Android","sm-a266b",85,"exynos 1380",224021.966667
"Android","moto g34 5g",83,"qualcomm 695",223178.966667
"Android","infinix x6831",80,"mediatek mt6769h mt6769h mt6769",222477.75
"Android","v2344",65,", ums9230_6h10",221528.6
"Android","tecno ki5k",68,,221513.666667
"iOS","iPhone14,3",-1,,219897.666667
"Android","infinix x6882",78,"helio g99",219602.316667
"Android","infinix x6528",68,,219128.883333
"Windows","950XFG",76,"13th Gen Intel(R) Core(TM) i5-1340P",218964.816667
"Android","cph2127",82,,218823.366667
"Android","nic-lx2",75,"helio p65",218236.283333
"Android","moto g stylus (2022)",74,"helio p65",217517.433333
"Android","m2006c3mii",73,"MT6765G, mt6765",217052.716667
"Android","23124ra7eo",81,"qualcomm 680",216837.166667
"Android","sm-s928b",93,,216778.333333
"iOS","iPhone15,2",-1,,216748.866667
"Android","sm-a155m",77,"helio g99",216409.916667
"Android","v2420",79,"mediatek mt6835  mt6835",215946.133333
"Android","infinix x669",65,,214776.716667
"Android","sm-a225m",74,"helio g70",213750.983333
"Android","v2120",73,,213085.466667
"iOS","iPhone14,2",-1,,212903.683333
"Android","rmx3939",74,"unisoc t612",211977.25
"Android","rmx3938",65,,211545.533333
"Android","cph2185",73,"MT6765V/CB, mt6765",211228.833333
"Android","v2026",75,"helio p35",211023.033333
"Android","m2004j19c",69,,210960.983333
"Android","24117rn76g",75,", mt6789",210817.283333
"Android","v2507",74,"unisoc t612",210433.533333
"Android","sm-a325m",74,"helio g70",209871.7
"Android","2201117tg",83,"qualcomm 680",209808.883333
"Android","moto g64 5g",81,"mediatek 7020",209707.633333
"Android","220233l2g",73,"helio g25",209684.016667
"Android","sm-a536e",84,"exynos 1280",209352.983333
"Android","v2352",72,,209241.033333
"Android","23106rn0da",74,"helio p65",209181.416667
"Android","tecno cm6",78,"helio g99",207607.766667
"Android","tecno kj6",78,"helio g99",206868.933333
"Android","cph2585",94,"qualcomm 8 Gen 2",206177.95
"Android","rmx3231",74,"octa core rmx3231",205913.633333
"Android","sm-a042f",73,,205409.583333
"Android","m2101k6g",83,"qualcomm 730",205281.25
"Android","vog-l29",86,"kirin 980",205276.466667
"Android","infinix x6855",78,"helio g99",205138.633333
"Android","sm-a566b",88,"samsung s5e8855  s5e8855",204862.65
"Android","sm-a055m",74,"helio p65",204639.5
"iOS","iPhone17,1",-1,,203579.15
"Android","23129raa4g",89,", qcom",203538.883333
"Android","sm-a356e",71,,203336.45
"Android","v2437",75,", mt6878",203262.233333
"Android","22120rn86g",74,"helio p65",203159.483333
"Android","v2432",79,"mediatek mt6835  mt6835",203097.733333
"Android","sm-a137f",74,"helio p65",202969.533333
"Android","rmx3261",73,"unisoc t610",202676.533333
"iOS","iPhone16,1",-1,,202616.1
"Android","cph2325",75,"helio p35",201818
"Android","v2334",84,"mediatek 7200",201751
"Android","tecno ki5k",65,,201066.866667
"Android","cph2473",83,"qualcomm 680",201029.733333
"Android","v2027",80,"qualcomm sm4250 qualcomm technologies, inc bengal qcom",200894.766667
"Android","moto g84 5g",83,"qualcomm 695",200854.516667
"Android","sm-a155f",75,,199529.533333
"Android","v2339",83,"qualcomm 6 Gen 1",199189.95
"iOS","iPhone10,2",86,,199157.716667
"Android","sm-s908e",92,"qualcomm 8 gen 1",199135.15
"Android","tecno kj5",75,"helio p65",198819.316667
"Android","jdy-lx2",75,"helio p65",198324.5
"iOS","iPad12,2",90,,198262.566667
"Android","vivo 1904",69,,198207.85
"Android","v2026",73,,198141.6
"Android","sm-a166p",75,", mt6835",198085.283333
"Android","infinix x6837",78,"helio g99",197762.883333
"Android","infinix x6858",78,"helio g99",197717.716667
"Android","sm-a217f",81,"samsung exynos 850  exynos850",197593
"Android","tecno kl5",74,"helio p65",197446.75
"Android","sm-a235f",83,"qualcomm 680",197173.616667
"Android","sm-a307fn",80,"exynos7904",196894.833333
"Android","cph1909",73,"MT6765, mt6765",196774.933333
"Android","iv2201",80,"mediatek 1080",196541.433333
"Android","sm-a165m",77,"helio g99",196381.75
"Android","m2006c3mg",75,"helio p35",196292.3
"Android","tecno kl5",72,", mt6768",196118.033333
"Android","tecno km5",75,"helio p65",195960.75
"Android","sm-a032f",67,"unisoc sc9863a",195925.866667
"Android","v2141",83,"qualcomm 695",195376.266667
"Android","infinix x6886",78,"helio g99",195235.666667
"Android","sm-a566b",71,,195194.1
"Android","infinix x6525b",74,"helio p35",195161.7
"Android","cph2401",86,"mediatek 1300",195153.316667
"Android","23053rn02i",75,"helio p65",194892.566667
"Android","2312draabi",80,"mediatek 6020",194594.416667
"Android","sm-a165f",75,,194541.133333
"MAC","Mac16,8",93,,194401.333333
"Android","v2311",76,"mediatek 700",194362.65
"Android","v2333",72,", mt6768",193759.3
"Android","infinix x6532",69,", mt6768",193462.983333
"Android","23117ra68g",75,,193228.433333
"Android","cph2239",76,"helio p35",193102.1
"Android","sm-a055f",69,,192511.75
"Android","cph2553",78,"mediatek 6020",192002.066667
"Android","infinix x6532c",73,,191734.733333
"Android","sm-a166u",83,"exynos 1330",191345.216667
"Android","cph2577",72,,190947.383333
"Android","2311drk48g",89,"mediatek 8300",190936.45
"Android","cph2751",81,"mediatek mt6835  mt6835",190088.616667
"Android","rmx3263",73,"unisoc t610",189987.933333
"Android","m2006c3lg",71,"helio g25",189680.116667
"Android","2404arn45a",72,,189579.183333
"Android","v2027",82,"Qualcomm Technologies, Inc BENGAL, qcom",188757.3
"Android","sm-g781b",89,"qualcomm 865",188503.7
"Android","sm-a145f",77,"exynos 850",188326.25
"iOS","iPad13,9",92,,188246.483333
"Android","cph2387",73,,188004.516667
"Android","sm-a715f",82,"qualcomm 730",187757.4
"Android","moto g35 5g",77,"unisoc t760",187044.883333
"Android","cph1909",73,,186982.833333
"Android","infinix x669c",76,"helio p35",186941.95
"Android","v2026",73,"MT6765V/CB, mt6765",186416.383333
"Android","2201116tg",77,"helio g96",186396.8
"Android","rmx3771",82,"mediatek 1080",186211.25
"Android","rmx3710",72,,186022.4
"Android","cph2617",78,"mediatek 6020",185026.3
"Android","v2120",75,"helio p35",184121.083333
"Android","tecno ki7",72,,183748.383333
"Android","v2111",73,,183728.166667
"Android","vivo y17",73,"MT6765V/CB, mt6765",183588.55
"Android","sm-g990b2",89,"qualcomm 888",183378.5
"Android","sm-a075f",77,"helio g99",183365.383333
"Android","cph2737",89,"mediatek 8300",182927.066667
"Android","23100rn82l",75,"helio p65",182774.866667
"Android","cph2531",82,"mediatek 1080",182733.383333
"Android","rmx3941",75,"helio p65",182531.566667
"Android","2412dpc0ag",84,"mediatek mt6899  mt6899",182330.666667
"Android","v2247",83,"qualcomm 680",182056.85
"Android","cph1803",82,,180848.133333
"Android","cph2617",77,"mediatek 6020",180716.016667
"Android","v2249",75,"helio p65",180666.083333
"Android","rmx3870",82,"mediatek 1080",180564.133333
"Android","sm-s901u",92,"qualcomm 8 gen 1",179355.15
"Android","sm-s931n",94,"qti sm8750  qcom",179334.383333
"Android","tecno bf6",67,"unisoc sc9863a",179136.266667
"Android","sm-a556e",71,", s5e8845",178180.966667
"Android","infinix x6515",69,"helio a20",177889.883333
"Android","cph2423",84,"mediatek 8100",177865
"Android","sm-a035f",65,,177864.15
"Android","rmx3780",81,"mediatek mt6835  mt6835",177852.116667
"Android","v2205",83,"qualcomm 680",177822.383333
"Android","sm-a127f",77,", exynos850",177502
"Android","23090ra98i",84,"mediatek 7200",177344.333333
"Android","infinix x6885",78,"helio g99",177211.583333
"Android","rmx2030",81,"qualcomm technologies, inc sdm665 qcom",177023.583333
"Android","v2506",83,"qualcomm 4 Gen 2",176570.1
"Windows","550XDA",82,"11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz",176440.266667
"Android","cph2631",89,,176339.266667
"Android","cph2471",73,"MT6765G, mt6765",176208.783333
"Android","sm-a528b",85,"qualcomm 778g",176098.816667
"Android","moto g24 power",75,"helio p65",175557.25
"Android","cph2127",80,"qualcomm sm4250 qualcomm technologies, inc sm4250 qcom",175419.85
"Android","cph2185",73,,174665.233333
"Android","24094rad4i",81,"mediatek 7020",174635.916667
"Android","cph2565",83,"qualcomm 680",173818.833333
"Android","rmx3933",65,,173285.166667
"Android","infinix x6531",74,"helio p65",173020.466667
"Android","sm-a065m",69,,173000.116667
"Android","v2207",74,"helio p65",172896.566667
"Android","v2507",68,", ums9230_6h10",172010.15
"Android","redmi note 8",82,,172007.4
"Android","cph2015",75,"helio p35",171869.5
"Android","infinix x688b",73,,171863.35
"Android","tecno ki7",72,"MT6769H, mt6769",171826.5
"Android","cph2569",87,"qualcomm 782g",171686.733333
"MAC","Mac16,7",93,,171289.266667
"Android","23129raa4g",89,,171202.633333
"Android","infinix x669c",75,,171059.316667
"Android","sm-a546e",71,,170947.85
"Android","v2419",65,,170830.1
"iOS","iPhone17,2",66,,170500.5
"Android","sm-g781u",89,"qualcomm 865",170492.683333
"Android","v2332",69,,170405.833333
"Android","cph2179",73,,169348.233333
"Android","sm-a336e",84,"exynos 1280",168469.116667
"Android","v2102",82,"Qualcomm 439",168210
"Android","cph2471",73,,168015.383333
"Android","cph2239",73,,168003.8
"iOS","iPad13,16",92,,167933.366667
"Android","v2509",81,"mediatek mt6835  mt6835",167547
"Android","infinix x6528",71,"unisoc t606",167435.933333
"iOS","iPad16,1",98,,166687.566667
"Android","v2332",74,"helio p65",166359.15
"iOS","iPhone13,4",-1,,166058.9
"MAC","Mac15,7",93,,166012.616667
"Android","m2006c3mii",75,"helio p35",165942.116667
"Android","sm-a035f",74,"unisoc t616",165731.633333
"Android","v2434",89,", qcom",163981.183333
"Android","sm-s926b",96,"exynos 2400",163850.966667
"Android","sm-a166m",84,"exynos 1330",163656.583333
"Android","v2102",76,"qualcomm 439",163621.9
"Android","cph2689",89,"mediatek 8300",163003.55
"Android","v2246",84,"mediatek 7200",162916.95
"Android","v2352",72,", mt6768",162879.216667
"Android","sm-g990e",88,"samsung exynos 2100  exynos2100",162630.116667
"Android","sm-a156e",75,", mt6835",162212.516667
"Android","moto g85 5g",89,", qcom",162028.233333
"Android","rmx3930",68,,161503.7
"Android","sm-s938u1",94,"qti sm8750  qcom",161014.316667
"Android","cph2781",81,"mediatek mt6835  mt6835",160754.816667
"Android","itel s665l",71,"unisoc t606",160676.333333
"Android","rmx3782",81,"mediatek mt6835  mt6835",160659.083333
"Android","23124rn87i",75,", mt6835",160602.716667
"Windows","15U50S-GP50ML",72,"Intel(R) Core(TM) Ultra 5 125U",160597.683333
"Android","rmx3710",72,", mt6768",160366.85
"Android","tecno km5",72,", mt6768",159683.583333
"Android","infinix x657b",67,,159517.266667
"Android","v2430",72,"ums9230_6h10",159416.5
"Android","2409brn2ca",69,,159394.516667
"Android","moto g04s",71,"unisoc t606",159175
"Android","rmx3201",73,"MT6765G, mt6765",159077.316667
"Android","sm-e156b",78,"mediatek mt6835  mt6835",158513.116667
"Android","tecno km7",78,"helio g99",158350.75
"Android","rmx5303",68,", ums9230_dhaka",158226.5
"Android","sm-m115f",74,"qualcomm 450",157942.45
"Android","tecno km5",74,"helio p65",157644.35
"Android","cph2083",73,,157321.233333
"Android","24117rn76g",75,,157246.816667
"Android","22101317c",85,", qcom",157107.933333
"Android","sm-a125f",73,"MT6765V/CB, mt6765",157083.15
"Android","25028rn03l",65,,156625.183333
"Android","sm-a356e",71,", s5e8835",156538.25
"Android","cph2725",79,"qualcomm 662",156456.783333
"Android","sm-a037f",73,"MT6765V/WB, mt6765",155841.2
"Android","cph1803",74,"qualcomm 450",155630.966667
"Android","cph1803",76,,155607.65
"Android","infinix x6725b",76,"spreadtrum ums9230e  ums9230_x6725b",155578.466667
"Android","pixel 6 pro",83,"google tensor  raven",155440.233333
